feature,coef
transaction_count,2.37900293778191
count_change,0.7944332720474093
utilization_ratio,0.7087565671651572
credit_limit,0.38689438044524266
contact_count,-0.5059024416498965
inactive_months,-0.5089647870288364
transaction_amount,-1.5572017967267733
